0800	7.4
0810	5.3
0811	5.3
0812	5.3
0820	4.1
0821	4.1
0822	4.2
0828	4.0
0830	4.9
0831	4.9
0832	3.4
0835	3.8
0836	3.4
0837	6.2
0839	6.2
0845	8.8
0850	6.7
0870	10.7
0871	10.7
0872	4.2
0880	3.3
2100	3.7
2101	3.0
2102	2.6
2103	3.4
2104	4.3
2105	3.0
2106	2.3
2107	2.2
2108	1.6
2110	3.2
2111	4.0
2113	5.2
2114	4.7
2115	6.0
2116	5.2
2117	5.6
2118	5.5
2119	3.3
2120	4.0
2121	4.2
2122	4.9
2123	4.9
2124	4.9
2125	4.3
2126	4.6
2127	4.1
2128	2.3
2130	4.2
2131	4.6
2132	4.9
2133	5.4
2134	4.7
2135	4.4
2136	6.8
2137	4.8
2140	3.7
2141	6.2
2142	6.5
2143	6.9
2144	6.9
2145	6.6
2146	7.2
2147	6.6
2148	7.2
2149	7.2
2150	5.4
2151	4.9
2152	5.4
2153	4.9
2154	4.3
2155	4.0
2156	3.9
2157	4.3
2158	4.4
2159	4.4
2160	6.9
2161	7.1
2162	7.1
2163	8.6
2164	8.6
2165	8.0
2166	6.5
2167	7.0
2168	7.4
2170	7.1
2171	5.5
2172	4.1
2173	4.3
2174	15.3
2175	5.0
2176	7.7
2177	7.1
2178	3.8
2179	15.0
2180	15.0
2190	7.1
2191	6.2
2192	7.2
2193	5.7
2194	6.7
2195	6.9
2196	7.3
2197	6.9
2198	6.0
2199	6.7
2200	6.3
2201	6.3
2202	6.3
2203	5.1
2204	5.3
2205	6.1
2206	6.1
2207	5.4
2208	5.9
2209	5.8
2210	5.8
2211	5.2
2212	5.9
2213	5.1
2214	5.1
2215	5.1
2216	5.3
2217	5.5
2218	5.1
2219	5.1
2220	4.9
2221	3.9
2222	4.5
2223	3.7
2224	4.9
2225	3.0
2226	3.7
2227	3.8
2228	4.6
2229	3.5
2230	2.9
2231	3.8
2232	3.9
2233	3.7
2234	3.7
2237	3.7
2250	4.6
2251	3.9
2252	3.9
2256	6.1
2257	5.6
2258	3.7
2259	6.2
2260	3.2
2261	5.3
2262	6.2
2263	7.4
2264	6.4
2265	5.4
2267	5.7
2274	5.7
2278	4.8
2280	4.9
2281	5.8
2282	4.6
2283	5.9
2284	5.9
2285	5.6
2286	6.5
2287	5.7
2289	4.1
2290	5.3
2291	2.8
2292	3.8
2293	3.8
2294	4.2
2295	6.9
2296	3.0
2297	4.7
2298	4.8
2299	4.9
2300	2.8
2301	2.8
2302	2.5
2303	4.9
2304	5.8
2305	4.0
2306	9.5
2307	6.1
2309	6.1
2311	5.2
2312	5.7
2315	5.8
2316	6.1
2317	6.8
2318	5.3
2319	7.6
2320	5.7
2321	5.8
2322	6.3
2323	5.6
2324	6.5
2325	5.9
2326	6.2
2327	7.4
2328	5.0
2329	5.3
2330	4.5
2333	5.5
2334	5.5
2335	4.5
2336	6.1
2338	6.6
2339	6.4
2340	5.4
2341	8.5
2342	4.1
2343	6.2
2344	4.1
2345	4.2
2346	8.5
2347	8.0
2350	4.1
2352	6.1
2353	4.4
2354	5.9
2355	4.8
2356	4.8
2357	6.8
2358	5.7
2359	9.7
2360	5.9
2361	8.4
2365	5.1
2369	7.7
2370	5.1
2371	10.3
2372	6.1
2380	6.2
2381	4.6
2382	7.2
2386	7.6
2388	6.4
2389	6.4
2390	6.0
2395	6.9
2395	6.9
2396	5.7
2397	3.3
2397	3.3
2398	5.7
2399	4.0
2400	6.1
2402	6.8
2403	7.5
2404	8.2
2405	2.9
2406	9.2
2409	5.6
2415	6.4
2420	5.3
2421	4.8
2422	5.2
2423	5.2
2425	5.8
2426	6.8
2427	10.5
2428	7.0
2429	5.6
2430	6.4
2431	7.0
2439	6.0
2440	6.2
2441	6.2
2443	8.3
2444	5.2
2445	5.2
2446	5.0
2447	5.0
2448	7.3
2449	7.3
2450	5.0
2451	5.0
2452	4.7
2453	4.4
2454	3.7
2455	6.7
2456	4.7
2460	6.7
2461	6.7
2462	6.3
2463	6.6
2464	6.7
2465	6.2
2466	6.2
2469	6.2
2470	6.4
2471	5.2
2472	6.0
2473	6.0
2474	4.6
2475	5.1
2476	4.5
2477	4.8
2478	5.1
2479	2.4
2480	2.4
2481	2.6
2482	3.1
2483	2.8
2484	3.9
2485	3.9
2486	5.4
2487	4.1
2488	3.6
2489	4.0
2490	3.5
2492	3.5
2500	5.0
2501	5.0
2502	9.5
2504	9.5
2505	8.1
2506	7.7
2508	3.1
2513	3.1
2515	3.6
2516	4.4
2517	5.1
2518	6.4
2519	5.9
2520	5.9
2525	5.7
2526	5.8
2527	5.5
2528	7.7
2529	5.6
2530	7.0
2533	4.8
2534	4.8
2535	6.3
2536	6.1
2537	5.6
2538	5.6
2539	7.2
2540	8.4
2541	8.4
2545	4.7
2546	5.5
2548	5.5
2549	6.5
2550	6.5
2551	7.7
2555	5.3
2556	5.3
2557	6.1
2558	6.5
2559	6.1
2560	6.1
2563	7.4
2564	7.4
2565	7.2
2566	7.5
2567	4.3
2568	6.7
2569	3.6
2570	4.8
2571	4.1
2572	5.2
2573	5.9
2574	5.6
2575	4.9
2576	4.5
2577	5.0
2578	6.3
2579	5.6
2580	6.0
2581	3.8
2582	4.3
2583	7.1
2584	7.2
2585	4.7
2646	5.8
2647	8.6
2648	7.6
2650	5.2
2651	5.2
2652	5.2
2653	5.5
2655	6.8
2656	4.6
2658	7.0
2659	4.8
2660	6.3
2663	6.0
2665	5.8
2666	6.2
2668	9.8
2669	5.5
2671	6.4
2672	6.5
2675	5.1
2680	5.4
2681	5.5
2690	5.5
2697	5.5
2700	5.5
2701	5.0
2702	10.0
2703	5.6
2704	5.6
2705	5.1
2706	6.6
2707	3.4
2709	3.4
